32.840000,-6.542000,25.705000,-0.773340,0.206585,0.599390,0
33.270000,-6.999000,25.760000,-0.773340,0.206585,0.599390,0
61.400002,5.297000,8.700000,0.414134,-0.692807,0.590348,0
61.358002,5.223000,8.580000,0.414134,-0.692807,0.590348,0
61.490002,5.225000,8.344000,0.414134,-0.692807,0.590348,0
50.417000,-1.591000,7.525000,0.998636,-0.052203,0.001093,0
50.308998,-1.702000,7.475000,0.998636,-0.052203,0.001093,0
50.323002,-1.774000,7.312000,0.998636,-0.052203,0.001093,0
50.493000,-1.744000,7.092000,0.998636,-0.052203,0.001093,0
50.172001,-2.986000,7.714000,0.998636,-0.052203,0.001093,0
50.375999,-2.965000,7.437000,0.998636,-0.052203,0.001093,0
50.403999,-3.017000,7.310000,0.998636,-0.052203,0.001093,0
44.484001,-0.514000,7.213000,-0.897909,-0.072371,0.434191,0
44.424000,-0.613000,7.143000,-0.907008,-0.032305,0.419873,0
44.320999,-0.744000,7.072000,-0.979703,0.011091,0.200145,0
50.191002,-3.787000,6.223000,-0.980767,-0.185526,0.060630,0
50.216000,-3.844000,6.098000,-0.980767,-0.185526,0.060630,0
50.500000,-3.775000,5.794000,-0.972368,-0.218259,0.082843,0
50.355999,-3.902000,5.778000,-0.972368,-0.218259,0.082843,0
44.422001,-3.186000,7.110000,-0.578566,-0.194435,0.792121,0
50.276001,-4.024000,5.683000,-0.972368,-0.218259,0.082843,0
44.389999,-3.283000,6.987000,-0.712709,-0.337699,0.614821,0
44.351002,-2.533000,7.318000,-0.993585,-0.039954,0.105793,0
50.276001,-4.093000,5.575000,-0.972368,-0.218259,0.082843,0
44.363998,-3.360000,6.903000,-0.658221,-0.517751,0.546515,0
44.313999,-2.612000,7.230000,-0.578566,-0.194435,0.792121,0
50.291000,-4.151000,5.447000,-0.972368,-0.218259,0.082843,0
44.500000,-3.352000,6.684000,-0.680510,-0.601177,0.418919,0
44.375999,-2.644000,7.075000,-0.578566,-0.194435,0.792121,0
44.144001,-2.829000,7.127000,-0.578566,-0.194435,0.792121,0
44.639999,-3.468000,7.458000,-0.996616,-0.036641,0.073583,0
44.297001,-2.825000,6.869000,-0.578566,-0.194435,0.792121,0
44.566002,-3.586000,7.364000,-0.994025,-0.059869,0.091272,0
44.639999,-3.603000,7.205000,-0.990100,-0.100138,0.098360,0
44.483002,-3.748000,7.197000,-0.462619,-0.737586,0.491885,0
50.237999,-3.696000,5.213000,-0.972368,-0.218259,0.082843,0
50.320000,-3.738000,5.017000,-0.972368,-0.218259,0.082843,0
50.618000,-4.504000,4.384000,-0.972368,-0.218259,0.082843,0
44.424000,-3.870000,5.896000,-0.958519,-0.236916,0.158470,0
50.229000,-3.847000,4.960000,-0.972368,-0.218259,0.082843,0
50.417000,-4.663000,4.403000,-0.972368,-0.218259,0.082843,0
44.247002,-4.026000,5.911000,-0.958519,-0.236916,0.158470,0
50.157001,-3.947000,4.890000,-0.972368,-0.218259,0.082843,0
50.473999,-4.710000,4.256000,-0.972368,-0.218259,0.082843,0
44.403999,-4.013000,5.688000,-0.958519,-0.236916,0.158470,0
50.222000,-3.988000,4.738000,-0.972368,-0.218259,0.082843,0
50.282001,-4.109000,4.436000,-0.972368,-0.218259,0.082843,0
50.306999,-4.166000,4.315000,-0.972368,-0.218259,0.082843,0
50.249001,-4.265000,4.232000,-0.972368,-0.218259,0.082843,0
44.381001,-4.590000,4.745000,-0.665443,-0.631768,0.397562,0
40.519001,-13.229000,14.108000,-0.959235,-0.209233,0.189972,0
44.278999,-4.726000,4.682000,-0.665443,-0.631768,0.397562,0
40.453999,-13.320000,14.053000,-0.959235,-0.209233,0.189972,0
44.414001,-4.728000,4.458000,-0.665443,-0.631768,0.397562,0
44.477001,-4.765000,4.308000,-0.665443,-0.631768,0.397562,0
40.801998,-14.076000,14.096000,-0.959235,-0.209233,0.189972,0
39.952999,-13.041000,13.491000,-0.820502,-0.362474,0.442029,0
39.799000,-13.824000,13.262000,-0.959235,-0.209233,0.189972,0
39.791000,-13.169000,13.488000,-0.820502,-0.362475,0.442029,0
39.509998,-13.981000,13.378000,-0.959235,-0.209233,0.189972,0
40.359001,-14.344000,14.201000,-0.959235,-0.209233,0.189972,0
39.900002,-13.183000,13.345000,-0.837915,-0.442056,0.320133,0
39.688999,-13.969000,13.182000,-0.959235,-0.209233,0.189972,0
40.377998,-14.388000,14.110000,-0.959235,-0.209233,0.189972,0
40.063000,-13.176000,13.158000,-0.837915,-0.442056,0.320133,0
36.492001,-9.927000,11.303000,0.045621,0.088568,0.995025,0
36.512001,-9.977000,11.203000,0.020845,0.092278,0.995515,0
36.344002,-10.112000,11.236000,0.045621,0.088568,0.995025,0
37.403000,-11.749000,11.406000,0.047857,0.099071,0.993929,0
36.301998,-10.196000,11.176000,0.045621,0.088568,0.995025,0
37.351002,-11.826000,11.358000,0.047857,0.099071,0.993929,0
35.987000,-10.395000,11.328000,0.045621,0.088568,0.995025,0
37.257999,-11.934000,11.322000,0.047857,0.099071,0.993929,0
36.986000,-12.110000,11.439000,0.047857,0.099071,0.993929,0
36.084999,-11.819000,11.490000,0.030148,0.092096,0.995294,0
36.902000,-12.197000,11.419000,0.034776,0.088992,0.995425,0
35.959000,-11.928000,11.499000,0.039589,0.087358,0.995390,0
39.726002,-12.413000,11.487000,-0.577194,-0.787675,0.215444,0
35.960999,-11.989000,11.414000,0.040348,0.083716,0.995672,0
39.598000,-12.524000,11.492000,-0.639342,-0.685638,0.348053,0
36.706001,-12.412000,11.374000,0.032907,0.084429,0.995886,0
39.331001,-12.695000,11.574000,-0.612436,-0.704720,0.358178,0
36.463001,-12.628000,11.392000,0.033548,0.059391,0.997671,0
36.584000,-11.929000,11.487000,0.047857,0.099071,0.993929,0
36.205002,-12.791000,11.498000,0.033548,0.059391,0.997671,0
36.492001,-12.025000,11.468000,0.034776,0.088992,0.995425,0
37.985001,-12.798000,11.547000,0.020592,0.551523,0.833906,0
38.007999,-12.899000,11.364000,0.020592,0.551523,0.833906,0
37.775002,-13.053000,11.450000,0.020592,0.551523,0.833906,0
34.397999,-11.862000,11.448000,0.034899,0.080711,0.996126,0
28.028999,-12.421000,14.210000,0.289987,-0.385923,0.875769,0
34.887001,-12.939000,11.526000,0.039068,0.048695,0.998049,0
34.105999,-12.064000,11.570000,0.038035,0.055909,0.997711,0
27.888000,-12.555000,14.232000,0.322638,-0.391076,0.861954,0
34.710999,-13.081000,11.561000,0.031203,0.066190,0.997319,0
27.754000,-12.682000,14.267000,0.345713,-0.369542,0.862509,0
34.554001,-13.209000,11.602000,0.034904,0.066722,0.997161,0
33.980999,-12.234000,11.505000,0.031583,0.054664,0.998005,0
33.838001,-12.357000,11.528000,0.027860,0.061079,0.997744,0
27.562000,-13.001000,14.104000,0.299673,-0.093676,0.949432,0
40.676998,-15.058000,11.381000,-0.975700,0.089033,0.200207,0
27.313000,-13.178000,14.239000,0.287529,-0.077366,0.954642,0
40.305000,-15.233000,11.555000,-0.973486,0.146326,0.175825,0
27.111000,-13.338000,14.336000,0.226808,-0.165825,0.959719,0
27.742001,-13.601000,14.375000,0.232958,0.011202,0.972422,0
40.011002,-15.398000,11.659000,0.907150,-0.374429,0.192045,0
27.711000,-13.680000,14.306000,0.206126,0.003892,0.978518,0
40.214001,-17.811001,13.949000,-0.849476,0.263507,0.457115,0
39.993000,-15.462000,11.602000,0.726323,-0.490470,0.481554,0
27.587000,-13.794000,14.341000,0.190606,-0.001722,0.981665,0
40.164001,-17.881001,13.916000,-0.849476,0.263507,0.457115,0
39.881001,-15.554000,11.601000,0.368005,-0.568363,0.735891,0
28.250000,-14.104000,14.288000,0.040184,0.090266,0.995107,0
28.094999,-14.241000,14.325000,0.037778,0.102017,0.994065,0
27.908001,-14.386000,14.407000,0.033372,0.076521,0.996509,0
34.792999,-15.031000,11.777000,-0.029873,0.074102,0.996803,0
27.926001,-14.425000,14.320000,0.033372,0.076521,0.996509,0
34.738998,-15.105000,11.743000,-0.029873,0.074102,0.996803,0
34.111000,-14.180000,11.648000,-0.011557,0.071329,0.997386,0
27.934000,-14.479000,14.238000,0.033372,0.076521,0.996509,0
34.695999,-15.183000,11.702000,-0.029873,0.074102,0.996803,0
33.950001,-14.296000,11.698000,-0.005367,0.071574,0.997421,0
34.396999,-15.346000,11.860000,-0.027240,0.080225,0.996405,0
26.966000,-14.421000,14.407000,0.134501,-0.027299,0.990537,0
27.395000,-15.402000,14.421000,0.021321,0.050669,0.998488,0
35.921001,-16.072001,11.886000,0.005992,0.071288,0.997438,0
34.747002,-14.666000,11.624000,-0.015629,0.089707,0.995845,0
28.233999,-15.015000,14.403000,0.035074,0.060709,0.997539,0
26.912001,-14.517000,14.361000,0.121514,-0.019914,0.992390,0
27.271999,-15.506000,14.455000,0.018159,0.045210,0.998812,0
34.636002,-14.764000,11.633000,-0.015629,0.089707,0.995845,0
27.921000,-15.200000,14.595000,0.042703,0.060068,0.997280,0
26.707001,-14.663000,14.467000,0.179719,0.002014,0.983716,0
35.094002,-15.877000,11.724000,-0.026234,0.104074,0.994224,0
27.215000,-15.586000,14.434000,-0.010069,0.018507,0.999778,0
34.547001,-14.860000,11.625000,-0.029873,0.074102,0.996803,0
28.082001,-15.189000,14.386000,0.042703,0.060068,0.997280,0
26.694000,-14.726000,14.403000,0.191786,0.022024,0.981190,0
26.422001,-14.967000,14.481000,0.157765,-0.011374,0.987411,0
39.255001,-17.034000,11.833000,-0.301078,0.438500,0.846800,0
37.362999,-16.433001,11.870000,0.017831,0.059777,0.998052,0
35.668999,-15.811000,11.826000,-0.012291,0.085415,0.996270,0
26.532000,-14.974000,14.309000,0.157765,-0.011374,0.987411,0
39.131001,-17.131001,11.851000,-0.200829,0.333752,0.921020,0
37.376999,-16.488001,11.783000,0.017831,0.059777,0.998052,0
35.507000,-15.925000,11.869000,-0.028116,0.075535,0.996747,0
28.302000,-15.915000,14.419000,-0.032787,0.025040,0.999149,0
24.830000,-15.370000,14.422000,0.388657,-0.342175,0.855489,0
39.067001,-17.204000,11.824000,0.024336,0.099236,0.994766,0
37.278000,-16.577000,11.787000,0.022093,0.079734,0.996571,0
35.488998,-15.989000,11.816000,-0.028116,0.075535,0.996747,0
28.048000,-16.086000,14.550000,-0.009101,0.025372,0.999637,0
24.785999,-15.459000,14.377000,0.391227,-0.280721,0.876434,0
38.888000,-17.330999,11.866000,0.023466,0.087751,0.995866,0
37.036999,-16.723000,11.872000,0.004050,0.064925,0.997882,0
29.184000,-17.298000,14.612000,0.001629,0.075439,0.997149,0
28.174999,-16.089001,14.368000,-0.009101,0.025372,0.999637,0
24.669001,-15.568000,14.412000,0.416378,-0.255919,0.872430,0
